aX,aY,aZ,gX,gY,gZ
1.052,0.166,0.157,3.052,7.141,2.319
1.027,0.161,0.217,2.014,0.549,-0.549
1.003,0.133,0.213,1.221,2.197,-2.93
1.002,0.154,0.209,0.427,4.578,-3.174
0.994,0.171,0.182,1.587,6.897,-3.662
0.982,0.163,0.156,3.113,8.85,-6.47
0.953,0.118,0.168,4.089,8.972,-8.85
0.924,0.09,0.203,3.723,8.362,-8.484
0.915,0.076,0.21,3.357,9.094,-5.615
0.918,0.091,0.212,3.235,9.583,-2.686
0.918,0.113,0.196,3.418,10.376,-1.404
0.922,0.138,0.174,4.15,11.23,-1.343
0.916,0.143,0.167,4.578,11.475,-2.441
0.923,0.148,0.158,4.883,11.719,-3.113
0.923,0.16,0.159,4.639,11.292,-3.723
0.925,0.152,0.163,4.761,10.925,-5.005
0.941,0.147,0.174,5.005,10.62,-6.165
0.948,0.131,0.183,4.272,10.193,-7.385
0.926,0.124,0.18,4.089,9.338,-8.24
0.892,0.114,0.159,3.845,9.766,-8.789
0.889,0.092,0.135,2.808,10.254,-7.935
0.896,0.101,0.145,1.526,7.812,-4.944
0.922,0.115,0.128,1.831,5.249,-2.563
0.971,0.136,0.127,2.197,3.113,-1.587
0.992,0.15,0.154,1.526,1.16,-1.709
0.994,0.137,0.172,0.671,2.441,-2.686
0.975,0.137,0.18,-0.488,5.493,-3.54
0.976,0.127,0.166,0,9.338,-4.211
1,0.122,0.152,-0.061,11.658,-4.517
1.017,0.136,0.15,-0.732,11.108,-4.456
1.024,0.147,0.157,-1.404,9.277,-5.005
1.017,0.156,0.148,-2.808,8.545,-6.409
1.008,0.171,0.124,-3.296,8.484,-8.606
1.001,0.175,0.094,-4.089,8.606,-10.193
1.008,0.155,0.117,-5.859,8.179,-12.329
0.997,0.141,0.113,-5.432,8.118,-14.099
1.001,0.138,0.117,-6.531,8.484,-13.794
1.023,0.114,0.112,-7.446,8.057,-13.123
1.039,0.08,0.151,-8.606,5.737,-12.329
1.047,0.066,0.161,-7.446,3.906,-10.437
1.067,0.065,0.174,-6.897,2.319,-6.653
1.076,0.071,0.185,-5.127,1.892,-4.028
1.075,0.067,0.191,-4.089,3.418,-2.686
1.07,0.051,0.171,-3.174,6.104,-2.258
1.072,0.063,0.152,-3.601,7.202,-0.854
1.069,0.066,0.158,-4.211,6.653,0.244
1.068,0.057,0.167,-4.944,6.775,0.793
1.055,0.058,0.171,-5.981,7.874,1.77
1.047,0.076,0.158,-6.47,9.216,2.808
1.034,0.098,0.15,-6.226,9.583,2.38
1.019,0.107,0.132,-4.578,9.155,0.61
1.001,0.1,0.135,-2.319,8.728,-1.465
0.974,0.092,0.147,-1.831,9.521,-2.319
0.965,0.092,0.137,-1.77,12.451,-1.892
0.95,0.082,0.117,-2.38,15.747,-0.732
0.956,0.074,0.117,-3.662,17.517,2.258
,,,,,
2.488,-0.116,-0.005,11.841,-120.3,3.845
2.149,-0.408,0.245,19.653,-117.432,-9.949
1.993,-0.238,0.123,15.076,-77.942,12.817
2.059,-0.173,-0.016,9.766,-36.255,36.621
2.211,0.119,0.108,-0.977,-21.118,64.148
2.39,0.307,0.333,-8.423,-20.02,75.439
2.458,0.414,0.538,-10.742,-18.738,69.153
2.411,0.499,0.628,-10.498,-12.817,54.199
2.159,0.469,0.64,-5.676,-5.432,30.518
1.865,0.402,0.532,-0.854,3.54,6.775
1.535,0.304,0.367,2.625,11.963,-9.766
1.271,0.25,0.275,2.197,12.573,-17.334
1.032,0.213,0.294,1.038,9.705,-19.958
0.875,0.15,0.202,0.488,14.221,-20.447
0.784,0.165,0.13,0.122,17.09,-17.212
0.716,0.163,0.041,0.122,16.663,-14.648
0.702,0.158,-0.033,-1.282,13.794,-13.184
0.686,0.126,-0.001,-4.639,6.165,-10.864
0.681,0.055,0.033,-7.996,1.282,-7.935
0.723,0.042,0.089,-10.315,-1.404,-1.953
0.875,0.063,0.066,-10.742,-2.197,4.089
0.883,0.06,0.116,-10.62,-6.287,7.141
0.932,0.103,0.147,-10.925,-5.92,7.812
0.969,0.051,0.105,-10.01,2.808,3.967
0.993,0.032,0.081,-9.216,5.981,1.587
1.01,0.033,0.091,-8.728,3.357,0.305
1.017,0.027,0.11,-8.545,0.122,-1.77
1.013,0.015,0.139,-8.606,-1.465,-4.089
0.997,-0.008,0.146,-8.301,-0.977,-6.042
0.994,-0.035,0.154,-7.507,0.183,-6.775
1.002,-0.053,0.167,-6.958,0.732,-5.981
1.021,-0.056,0.186,-7.385,0.916,-5.005
0.983,-0.088,0.251,-6.409,-0.366,-4.578
0.955,-0.102,0.257,-4.211,2.563,-3.54
0.937,-0.099,0.205,-1.099,7.935,-1.16
0.939,-0.07,0.164,0.793,9.888,2.136
0.936,-0.016,0.141,1.465,8.789,4.639
0.941,0.009,0.13,2.502,6.348,4.028
0.945,0.022,0.121,5.005,4.028,2.38
0.961,0.038,0.108,7.324,2.38,1.343
0.974,0.075,0.087,7.324,0.977,0.916
0.976,0.098,0.071,6.836,-0.488,-0.427
0.979,0.11,0.079,6.287,-1.953,-2.808
0.986,0.092,0.105,5.859,-2.747,-5.554
0.987,0.079,0.106,5.371,-2.747,-6.409
0.99,0.084,0.093,4.272,-2.38,-5.432
0.99,0.103,0.087,2.625,-2.563,-4.15
0.995,0.104,0.1,1.77,-2.563,-3.54
1,0.101,0.111,1.404,-2.197,-3.235
1.001,0.1,0.096,0.916,-1.038,-2.686
1.006,0.106,0.078,0.061,-0.305,-1.892
1.011,0.12,0.082,-1.526,-0.061,-0.977
1.011,0.111,0.101,-2.075,0.854,-0.977
1.01,0.089,0.098,-2.93,3.235,-1.16
1.039,0.086,0.072,-4.578,4.7,0.122
1.078,0.104,0.065,-6.165,2.808,1.099
1.079,0.116,0.129,-7.019,-2.38,-0.244
1.06,0.087,0.136,-4.761,-2.869,-3.723
1.043,0.05,0.121,-1.892,-1.709,-7.141
1.019,0.031,0.096,-1.587,-1.404,-8.057
1.011,0.021,0.09,-2.197,-1.953,-7.385
0.999,0.016,0.099,-4.089,-2.197,-5.981
0.971,0.029,0.133,-5.066,-2.014,-5.005
0.953,-0.005,0.107,-2.625,0.244,-5.981
0.934,-0.03,0.111,-0.916,1.099,-5.737
0.93,-0.024,0.113,-1.587,0.549,-3.418
0.919,-0.005,0.131,-2.563,0.977,-1.709
0.902,0.014,0.124,-2.563,2.563,-1.77
0.893,0.007,0.099,0.122,2.686,-3.418
0.892,-0.004,0.099,2.136,0.305,-5.127
0.886,-0.001,0.105,2.136,-1.587,-4.761
0.88,0,0.113,1.221,-1.465,-3.479
0.887,-0.004,0.121,0.732,-0.488,-2.136
0.912,0.003,0.111,0.549,0.305,-0.732
0.957,0.028,0.107,0.793,-1.038,0.488
0.98,0.064,0.135,2.075,-3.906,0.183
0.988,0.051,0.143,4.089,-4.211,-2.625
0.982,0.044,0.129,5.31,-2.808,-4.517
0.979,0.045,0.11,5.31,-1.953,-4.517
0.979,0.056,0.104,4.456,-1.953,-3.601
0.976,0.063,0.104,4.028,-2.686,-2.808
0.975,0.059,0.11,3.479,-3.784,-2.93
0.972,0.054,0.102,2.38,-2.808,-2.502
0.979,0.043,0.099,0.854,-1.587,-1.709
0.987,0.047,0.112,-1.038,-1.16,0.061
0.996,0.062,0.113,-2.441,-0.732,1.404
1.009,0.06,0.108,-2.38,-0.61,0.793
1.022,0.059,0.112,-2.625,-1.038,-0.366
1.007,0.058,0.137,-2.625,-1.648,-1.343
0.992,0.052,0.137,-2.136,0.183,-2.563
0.98,0.033,0.117,-0.916,3.54,-3.54
0.97,0.014,0.12,-0.183,4.578,-3.418
0.972,0.006,0.119,0.122,3.601,-2.38
0.976,0.017,0.125,0.305,3.235,-1.16
0.992,0.022,0.133,0.366,3.54,-0.732
0.972,0.009,0.115,1.343,4.883,-0.916
0.972,0.01,0.104,0.244,5.493,-0.916
0.974,0.006,0.117,-0.061,4.395,-0.854
1.005,0.011,0.099,0.488,3.845,-0.244
1.002,0.019,0.117,-0.122,2.38,-0.305
0.991,0.013,0.119,0.122,1.343,-1.16
0.962,-0.001,0.122,0.183,2.502,-1.282
0.959,-0.003,0.128,0.061,3.723,-0.122
0.955,-0.001,0.1,0.305,5.188,2.014
0.972,0.011,0.095,-1.343,4.822,4.028
0.984,0.027,0.104,-1.526,3.601,4.822
0.999,0.027,0.111,-1.404,2.197,4.15
0.999,0.033,0.119,-0.549,0.61,2.686
0.978,0.028,0.109,0.671,-0.183,1.343
0.966,0.022,0.12,0.61,-0.732,0.244
0.955,0.028,0.123,1.831,-1.16,0.183
0.953,0.033,0.1,2.136,-0.183,0.183
0.953,0.036,0.095,1.953,0.183,0.244
0.958,0.036,0.097,1.221,0,0.549
0.969,0.033,0.096,0.854,0,0.732
0.986,0.041,0.104,0.183,-0.549,0.977
0.986,0.046,0.115,-0.061,-1.343,0.977
0.986,0.037,0.111,0.427,-0.916,0.122
0.987,0.037,0.113,0.305,-0.549,0.061
